id,name,permitID,country_code,NACE number,NACE name,Latitude,Longitude,Emission rank 2023,EU,EIGL sector,Industry,Emissions 2023 (Mt),Emissions 2022 (Mt),x,y
NL_218,Kleiwarenfabriek Facade Beek,NL-200700076,NL,2332.0,Non-metallic minerals,50.94328,5.7853,5211,Y,Ceramics & Refractory,Y,0.007977,0.008798,644016.6500863327,6611266.737500593
FI_206121,"Boliden Kokkola Oy, sinkkitehdas",FI-37631011,FI,2443.0,Non-ferrous metals,63.86311,23.05341,5213,Y,Non-ferrous metals,Y,0.007969,0.006669,2566293.8622485655,9315087.307895772
FI_393,Hyvinkään lasivillatehdas,FI-87531104,FI,2314.0,Non-metallic minerals,60.65682,24.8555,5219,Y,Glass,Y,0.007928,0.009931,2766901.6034122184,8547446.202029506
FI_68,Munkkisaaren lämpökeskus,FI-63031104,FI,3530.0,Production of steam,60.15524,24.93144,5221,Y,Production of steam,N,0.007924,0.007555,2775355.20554306,8434381.76166274
NL_268,Wienerberger B.V. Steenfabriek Heteren,NL-200700153,NL,2332.0,Non-metallic minerals,51.96951,5.74477,5224,Y,Ceramics & Refractory,Y,0.007918,0.008407,639504.8711244824,6794614.347748512
NL_95,Van Houtum Holding B.V.,NL-200400107,NL,1712.0,"Paper, pulp & printing",51.23277,6.0306,5254,Y,Pulp & paper,Y,0.007731,0.007898,671323.321177921,6662571.785063039
FI_384,Tulolantien lämpökeskus,FI-34431104,FI,3530.0,Production of steam,64.06934,24.55392,5258,Y,Production of steam,N,0.007725,0.009728,2733329.8713787827,9367394.184146
NL_206128,Zalco B.V.,NL-201300333,NL,2442.0,Non-ferrous metals,51.4587,3.70297,5272,Y,Non-ferrous metals,Y,0.007668,0.01498,412212.73482277384,6702837.06641595
NL_205924,LyondellBasell Covestro Manufact. Maasvlakte VOF,NL-201100010,NL,2014.0,Chemical & petrochemical,51.96786,4.01932,5275,Y,Chemicals,Y,0.007653,0.010247,447428.6557352259,6794316.215101411
FI_63,Höyrykattilalaitos,FI-66631104,FI,3530.0,Production of steam,60.5249,27.1455,5278,Y,Production of steam,N,0.007636,0.00883,3021823.2373288106,8517539.86169127
NL_359,"Ministerie van Defensie, Nieuwe Haven Terrein",NL-200500057,NL,8422.0,Commercial & public services,52.9624415,4.7948019,5314,Y,No EIGL,N,0.007491,0.008024,533754.9059626249,6976053.633928897
FI_360,Kankaanpään voimalaitos,FI-68331104,FI,3510.0,Production of electricity,61.81622365,22.39530786,5319,Y,Production of electricity,N,0.007458,0.006236,2493034.267133804,8815697.216781491
NL_384,Solidus Solutions Board B.V. locatie Hoogkerk,NL-200400208,NL,1712.0,"Paper, pulp & printing",53.21353,6.50766,5328,Y,Pulp & paper,Y,0.007424,0.012475,724429.3974557596,7022593.275789923
NL_209963,Danone Nutricia Early Life Nutrition,NL-201700807,NL,3530.0,Production of steam,51.6957342,5.8844117,5347,Y,Production of steam,N,0.007305,0.007503,655049.7140619861,6745296.166597858
NL_231,"Eneco Solar, Bio & Hydro BV, WKC Vathorst",NL-200700122,NL,3500.0,Production of electricity,51.95257048,4.5565153,5355,Y,Production of electricity,N,0.007251,0.00761,507228.9633217215,6791554.127922712
NL_294,FloraHolland Aalsmeer,NL-200500069,NL,4622.0,Commercial & public services,52.260093,4.7765851,5370,Y,No EIGL,N,0.00719,0.007408,531727.0210627415,6847290.921887898
FI_30,Vermon lämpökeskus,FI-40831104,FI,3530.0,Production of steam,60.21786,24.83089,5372,Y,Production of steam,N,0.007175,0.028523,2764162.0307437964,8448402.562756374
NL_333,Kleiwarenfabriek Joosten Kessel BV,NL-200700077,NL,2332.0,Non-metallic minerals,51.2729,6.01264,5400,Y,Ceramics & Refractory,Y,0.007017,0.009428,669324.0231232721,6669709.2821717225
FI_15,Juvanmalmi II lämpökeskus,FI-39331104,FI,3530.0,Production of steam,60.27659504,24.76115007,5423,Y,Production of steam,N,0.006908,0.007128,2756398.6172482353,8461577.866746197
NL_221,Uniper HWC Bezuidenhout West,NL-200400150,NL,3530.0,Production of steam,52.07627392,4.33338896,5435,Y,Production of steam,N,0.00687,0.00827,482390.6519911178,6813928.524303412
NL_204103,Nederlandse Gasunie CS Wieringermeer N.V.,NL-200400101,NL,620.0,Energy sector,52.7566877,5.0503963,5450,Y,No EIGL,N,0.006824,0.025951,562207.544420238,6938117.936135324
NL_195,WKC Eindhoven,NL-200400054,NL,3510.0,Production of electricity,51.4479357,5.4511091,5471,Y,Production of electricity,N,0.006704,0.007152,606814.6892705857,6700914.138661673
NL_207677,Erasmus MC,NL-201500713,NL,8610.0,Commercial & public services,51.910144,4.4660355,5475,Y,No EIGL,N,0.006679,0.007609,497156.79772468656,6783894.615240206
FI_387,Kuusankosken Leca-soratehdas,FI-41231104,FI,2399.0,Non-metallic minerals,60.88484,26.59763,5506,Y,Cement,Y,0.006539,0.029797,2960834.627907901,8599428.56024665
FI_422,Kemin tehtaat,FI-70931104,FI,1712.0,"Paper, pulp & printing",65.75583,24.51977,5522,Y,Pulp & paper,Y,0.006483,0.006883,2729528.3107681912,9810336.759893542
NL_206188,BioEnergieCentrale Delfzijl B.V.,NL-201000015,NL,3510.0,Production of electricity,53.31022,6.98393,5543,Y,Production of electricity,N,0.006357,0.007791,777447.5313358719,7040587.6485834485
FI_23,Otaniemen lämpökeskus,FI-40131104,FI,3530.0,Production of steam,60.18777116,24.8332574,5548,Y,Production of steam,N,0.006312,0.001718,2764425.5685062967,8441662.245728606
NL_217001,31329,0,NL,5100.0,Domestic aviation,,,5557,Y,No EIGL,N,0.006249,0.005833,,
FI_413,Kaskisten tehdas,FI-55031104,FI,3511.0,Production of electricity,62.40489003,21.2631122,5566,Y,Production of electricity,N,0.006222,0.007091,2366998.8227842455,8955793.444452444
NL_203953,Asfalt Centrale Rotterdam (ACR),NL-201000023,NL,2399.0,Non-metallic minerals,51.86853092,4.32296338,5569,Y,Cement,Y,0.006208,0.004676,481230.0819569359,6776388.976741272
NL_205347,Vopak Terminal Vlissingen B.V.,NL-200800058,NL,6311.0,Commercial & public services,51.4633026,3.7184778,5589,Y,No EIGL,N,0.006136,0.006356,413939.0552221003,6703659.410382949
FI_235,TYKS:n lämpökeskus,FI-65331104,FI,3530.0,Production of steam,60.45391,22.29216,5596,Y,Production of steam,N,0.006096,0.006124,2481551.899882184,8501496.777956694
NL_205669,Asfalt Productie Tiel B.V.,NL-201000108,NL,2399.0,Non-metallic minerals,51.91145,5.43579,5611,Y,Cement,Y,0.006025,0.00531,605109.3748591746,6784130.287446414
NL_226,"Eneco Solar, Bio & Hydro BV, HWC Ypenburg",NL-200500110,NL,3500.0,Production of electricity,52.04313326,4.35948316,5660,Y,Production of electricity,N,0.00579,0.007042,485295.4457156968,6807928.261589872
FI_210687,Lk300 Terrafame Sotkamo,FI-186931018,FI,3530.0,Production of steam,63.97621,28.0078,5662,Y,Production of steam,N,0.005778,0.004868,3117814.034239851,9343725.537351152
NL_203198,Asfalt Productie De Eem (APE) B.V.,NL-201100052,NL,2399.0,Non-metallic minerals,52.22392001,5.31210959,5675,Y,Cement,Y,0.00573,0.004466,591341.334819512,6840714.770146336
NL_203655,Gebr. van der Lee,NL-200800066,NL,2399.0,Non-metallic minerals,52.53509762,5.52063835,5678,Y,Cement,Y,0.005721,0.0078,614554.650087144,6897462.317582737
NL_216740,f10433,0,NL,5100.0,Domestic aviation,,,5685,Y,No EIGL,N,0.005702,0.003709,,
NL_210344,Leids Universitair Medisch Centrum,NL-201700820,NL,3530.0,Production of steam,52.1663363,4.4789422,5690,Y,Production of steam,N,0.005698,0.006063,498593.56499651144,6830257.250004562
NL_203975,Asfalt Productie Hoogblokland,NL-201000113,NL,2399.0,Non-metallic minerals,51.8893,4.99361,5695,Y,Cement,Y,0.005658,0.00554,555886.122420204,6780134.170741242
NL_205526,Asfalt Produktie Maatschappij (A.P.M.) B.V.,NL-201000062,NL,2399.0,Non-metallic minerals,51.50191746,4.26372394,5698,Y,Cement,Y,0.005652,0.004962,474635.5781065368,6710561.975015778
NL_205987,TAQA Piekgas B.V.,NL-200400162,NL,620.0,Energy sector,52.6079269,4.7608026,5709,Y,No EIGL,N,0.00559,0.012409,529970.1211992967,6910801.756432983
NL_206007,Asfalt Productie Rotterdam Rijnmond (APRR) B.V.,NL-200800063,NL,2399.0,Non-metallic minerals,51.88924613,4.32695886,5710,Y,Cement,Y,0.005571,0.006263,481674.8573126101,6780124.454370122
NL_389,Steenindustrie Strating B.V.,NL-200700116,NL,2332.0,Non-metallic minerals,53.09125,6.98819,5722,Y,Ceramics & Refractory,Y,0.005516,0.005835,777921.7523666499,6999894.569365565
NL_227,"Eneco Solar, Bio & Hydro BV, WKC Vaanpark",NL-200700050,NL,3500.0,Production of electricity,51.85699776,4.51186742,5722,Y,Production of electricity,N,0.005516,0.005508,502258.7836098476,6774310.001099062
NL_190,Veolia Industriediensten B.V.,NL-200400119,NL,3500.0,Production of electricity,51.96647,5.94187,5731,Y,Production of electricity,N,0.005472,0.005554,661445.9427598341,6794065.069450166
NL_311,FloraHolland Vestiging Naaldwijk,NL-200500059,NL,4622.0,Commercial & public services,52.0006195,4.234203,5748,Y,No EIGL,N,0.005342,0.005491,471349.3218753553,6800237.4687176915
NL_203994,Asfaltproductie Regio Amsterdam BV (ARA),NL-200800038,NL,2399.0,Non-metallic minerals,52.39976853,4.78103229,5750,Y,Cement,Y,0.005332,0.004876,532222.0801003216,6872734.022649937
FI_79,Sahanmäen lämpökeskus,FI-66131104,FI,3530.0,Production of steam,60.65219,24.84666,5761,Y,Production of steam,N,0.005303,0.004805,2765917.5391136035,8546394.506874653
FI_216341,Polttimon prosessilämpökeskus,FI-340931021,FI,3530.0,Production of steam,61.0053737,25.6514682,5763,Y,Production of steam,N,0.005266,0.001173,2855508.378123857,8627057.185951026
FI_153,Pitkälahden lämpökeskus,FI-61631104,FI,3530.0,Production of steam,62.83567,27.6041,5764,Y,Production of steam,N,0.005264,1.1e-05,3072874.355806611,9060069.75005927
FI_489,Mäntän voimalaitos,FI-47931104,FI,3511.0,Production of electricity,62.02706,24.63295,5785,Y,Production of electricity,N,0.005156,0.005786,2742127.450736174,8865562.026757723
NL_274,Wienerberger B.V. Steenfabriek Schipperswaard,NL-200700163,NL,2332.0,Non-metallic minerals,51.8929,5.4783,5791,Y,Ceramics & Refractory,Y,0.005107,0.008735,609841.5664127959,6780783.518393708
NL_272,Wienerberger B.V. Steenfabriek Nuance,NL-200700156,NL,2332.0,Non-metallic minerals,51.62314,6.0264,5808,Y,Ceramics & Refractory,Y,0.005024,0.005865,670855.7793165864,6732269.078598964
NL_203210,AsfaltNu C.V. Amsterdam (ANA 1),NL-200800071,NL,2399.0,Non-metallic minerals,52.40304158,4.83078752,5820,Y,Cement,Y,0.004984,0.005766,537760.806745589,6873331.201622947
FI_39,Kiimassuon voimalaitos,FI-53631104,FI,3511.0,Production of electricity,60.7877,23.58147,5841,Y,Production of electricity,N,0.004894,0.000546,2625077.2325568595,8577238.061221708
NL_299,Lingezegen Energy B.V.,NL-200700015,NL,3511.0,Production of electricity,51.91808,5.91271,5891,Y,Production of electricity,N,0.004678,0.003588,658199.8664083034,6785326.799549548
FI_104,Savonlinna,FI-38931104,FI,3530.0,Production of steam,61.85967,28.92253,5918,Y,Production of steam,N,0.00457,0.000112,3219641.312053184,8825944.600015962
FI_512,Korian tiilitehdas,FI-41031104,FI,2332.0,Non-metallic minerals,60.84605,26.57663,5946,Y,Ceramics & Refractory,Y,0.004422,0.005429,2958496.918601241,8590559.350221144
FI_420,Nokian tehdas,FI-32331104,FI,1712.0,"Paper, pulp & printing",61.47296,23.49091,5946,Y,Pulp & paper,Y,0.004422,0.00406,2614996.1394706224,8735239.837006487
FI_564,Haapaveden voimalaitos,FI-117431105,FI,3511.0,Production of electricity,64.12151,25.4097,5952,Y,Production of electricity,N,0.004402,0.009294,2828594.8652098486,9380687.593335845
FI_301,Naistenlahden lämpökeskus,FI-50731104,FI,3530.0,Production of steam,61.50734,23.77853,5954,Y,Production of steam,N,0.004395,0.027439,2647013.8514125845,8743258.03453674
FI_553,Nakkilan lämpölaitos,FI-114131105,FI,3530.0,Production of steam,60.2933524,25.0377686,5958,Y,Production of steam,N,0.004375,0.001131,2787191.6511518196,8465341.174787674
FI_615,Aseman teollisuusalueen päälämpökeskus,FI-24731007,FI,3530.0,Production of steam,62.97025,23.01745,5960,Y,Production of steam,N,0.004371,0.006217,2562290.8133596405,9092959.854242967
FI_476,Laanilan Voima,FI-56131104,FI,3530.0,Production of steam,65.0277221,25.509932,5964,Y,Production of steam,N,0.004334,0.007741,2839752.6404110403,9615677.423070395
NL_206587,HulpWarmteCentrale 2,NL-201300325,NL,3530.0,Production of steam,52.5113884,4.93622289,5984,Y,Production of steam,N,0.004225,0.003365,549497.8188908637,6893124.502237273
FI_434,Pankakosken tehtaat,FI-32531104,FI,1712.0,"Paper, pulp & printing",63.3251,30.14041,5984,Y,Pulp & paper,Y,0.004225,0.006868,3355215.093500494,9180413.768097112
FI_547,Ratinan lämpökeskus,FI-105731105,FI,3530.0,Production of steam,61.49062988,23.7675508,5995,Y,Production of steam,N,0.004173,0.022023,2645791.652459266,8739359.748342194
FI_307,Sarankulman lämpökeskus,FI-50931104,FI,3530.0,Production of steam,61.45624,23.7444,6003,Y,Production of steam,N,0.00413,0.00842,2643214.5171918096,8731343.551608397
FI_351,Hasintien lämpökeskus,FI-64231104,FI,3530.0,Production of steam,62.32190923,27.83613817,6012,Y,Production of steam,N,0.00409,0.000363,3098704.7267356087,8935879.361798437
NL_261,Wienerberger B.V. Steenfabriek Bemmel,NL-200700126,NL,2332.0,Non-metallic minerals,51.87677,5.91547,6014,Y,Ceramics & Refractory,Y,0.004077,0.00534,658507.1082028891,6777874.485648485
FI_456,"lk174, Hanko",FI-45831104,FI,3530.0,Production of steam,59.85385,23.02385,6015,Y,Production of steam,N,0.004064,0.002382,2563003.258100716,8367270.836348728
FI_590,Neptunigatan G1 och G4,FI-10506,FI,3511.0,Production of electricity,61.92411,25.748151,6016,Y,Production of electricity,N,0.004062,0.003846,2866271.058188325,8841170.394214248
FI_189,Mertaniemen voimalaitos,FI-48531104,FI,3511.0,Production of electricity,61.08038,28.1712,6058,Y,Production of electricity,N,0.003866,0.014129,3136003.6390354745,8644303.043445883
NL_205889,NAM B.V. Grijpskerk USG,NL-201000124,NL,620.0,Energy sector,53.2830283,6.3048517,6071,Y,No EIGL,N,0.003827,0.005369,701852.8807711084,7035523.057349613
NL_216603,Bio Energie Centrale,NL-202000897,NL,,#XL_EVAL_ERROR#,51.8974119,4.2779814,6082,Y,No EIGL,N,0.003769,0.005032,476222.7110711005,6781597.422873354
NL_203205,AsfaltNu C.V. ’s Hertogenbosch (ANH),NL-200800073,NL,2399.0,Non-metallic minerals,51.70270314,5.28458552,6150,Y,Cement,Y,0.00348,0.003808,588277.3688059527,6746547.847308541
NL_203992,Koudasfalt Staphorst BV,NL-200800076,NL,2399.0,Non-metallic minerals,52.69146748,6.15855793,6167,Y,Cement,Y,0.003412,0.003913,685567.5325658435,6926130.427298265
FI_205902,Jepuan hyötyvoimalaitos,FI-42631013,FI,3530.0,Production of steam,63.3889688,22.63277657,6174,Y,Production of steam,N,0.003382,0.006248,2519469.1630103365,9196268.759572083
NL_215880,N.V. HVC Bioenergiecentrale locatie Alkmaar,NL-202000907,NL,3530.0,Production of steam,52.6098528,4.7621098,6184,Y,Production of steam,N,0.003349,0.003807,530115.6380376663,6911154.805916493
FI_455,"lk153,  Seinäjoki",FI-45731104,FI,3530.0,Production of steam,62.79048625,22.77336271,6192,Y,Production of steam,N,0.003324,0.011971,2535119.1405277327,9049061.018821487
FI_210222,Tornion LNG-terminaali,FI-157831017,FI,3530.0,Production of steam,65.7578182,24.1655862,6196,Y,Production of steam,N,0.003306,0.003166,2690100.750504966,9810875.775683893
NL_203943,Asfalt Productie Westerbroek b.v.,NL-201000118,NL,2399.0,Non-metallic minerals,53.17207562,6.6909641,6199,Y,Cement,Y,0.003305,0.003357,744834.7161941224,7014890.897706934
NL_156,HWC Hogering,NL-200400064,NL,3500.0,Production of electricity,52.38832,5.21567,6214,Y,Production of electricity,N,0.003243,0.007898,580605.7285457583,6870645.548263028
FI_484,Kyröskosken voimalaitos,FI-58531007,FI,1712.0,"Paper, pulp & printing",61.68074,23.18398,6216,Y,Pulp & paper,Y,0.003235,0.004843,2580828.8481614473,8783834.490339678
FI_450,Kaipiaisten höyrylämpökeskus,FI-31931104,FI,3530.0,Production of steam,60.89661253,27.10224555,6220,Y,Production of steam,N,0.003219,0.004056,3017008.1739802733,8602122.444232652
NL_203197,AsfaltNu Deventer (AND) B.V.,NL-201000061,NL,2399.0,Non-metallic minerals,52.24791434,6.18039807,6240,Y,Cement,Y,0.003131,0.00325,687998.7657181785,6845076.275797087
FI_16,Kaupunginkallion lämpökeskus,FI-39431104,FI,3530.0,Production of steam,60.20172,24.64934,6241,Y,Production of steam,N,0.003131,0.02034,2743951.9771902757,8444786.210595964
NL_205647,AsfaltNu C.V. Stein (ANS),NL-200800067,NL,2399.0,Non-metallic minerals,50.97952699,5.7811816,6248,Y,Cement,Y,0.003107,0.002242,643558.1915614904,6617673.082988656
FI_304,Ollikan lämpökeskus,FI-52031104,FI,3530.0,Production of steam,61.46210239,23.64082558,6251,Y,Production of steam,N,0.0031,0.000784,2631684.665498204,8732709.434659587
FI_220900,35884,0,FI,5100.0,Domestic aviation,,,6254,Y,No EIGL,N,0.003076,,,
NL_252,Wienerberger B.V. Steenfabriek Azewijn,NL-200700109,NL,2332.0,Non-metallic minerals,51.89897,6.3062,6258,Y,Ceramics & Refractory,Y,0.003068,0.012873,702002.972840547,6781878.508498493
NL_205345,Asfaltproductie Kootstertille (APK),NL-201000114,NL,2399.0,Non-metallic minerals,53.20564,6.09092,6272,Y,Cement,Y,0.003007,0.002991,678038.1128625702,7021126.710444943
NL_205955,Euro Tank Terminal BV,NL-201000014,NL,5210.0,Commercial & public services,51.9192624,4.1858024,6278,Y,No EIGL,N,0.002977,0.003437,465961.3917292688,6785540.205129821
NL_444,Aardgasbuffer Zuidwending,NL-201000065,NL,620.0,Energy sector,53.0832,6.93305,6291,Y,No EIGL,N,0.002937,0.003222,771783.5956443094,6998402.5212082155
FI_64,Alppilan lämpökeskus,FI-62931104,FI,3530.0,Production of steam,60.18788,24.93745,6299,Y,Production of steam,N,0.002922,0.006051,2776024.235682728,8441686.616261097
NL_203938,KWS Infra B.V. Asfaltcentrale Eindhoven,NL-200800077,NL,2399.0,Non-metallic minerals,51.43548061,5.43202923,6311,Y,Cement,Y,0.002884,0.002842,604690.7277464609,6698689.734891799
NL_205927,Lyondell Chemie Nederland B.V. - Europoort locatie,NL-201100016,NL,2014.0,Chemical & petrochemical,51.9191,4.18579,6330,Y,Chemicals,Y,0.002817,0.003442,465960.0113675826,6785510.894016893
NL_214900,Twence - Boeldershoek,NL-202000916,NL,3530.0,Production of steam,52.2342771,6.7854516,6332,Y,Production of steam,N,0.002816,0.00221,755353.0169144083,6842597.113486853
NL_388,Steenfabriek Linssen BV,NL-200700115,NL,2332.0,Non-metallic minerals,50.85474,6.01978,6345,Y,Ceramics & Refractory,Y,0.00276,0.003196,670118.8442875352,6595639.021966628
FI_66,Jakomäen lämpökeskus,FI-63431104,FI,3530.0,Production of steam,60.6085837,24.8745673,6347,Y,Production of steam,N,0.002758,0.007049,2769024.1655390165,8536496.831772128
NL_328,Fenzi AGT Netherlands B.V.,NL-200500011,NL,2030.0,Chemical & petrochemical,50.87992,5.71758,6353,Y,Chemicals,Y,0.00274,0.003026,636478.0941698112,6600080.384682887
FI_536,Elovainion lämpökeskus,FI-51431104,FI,3530.0,Production of steam,61.55552638,23.58131357,6370,Y,Production of steam,N,0.002694,0.000903,2625059.8188489205,8754511.125180556
NL_200140,2297,0,NL,5100.0,Domestic aviation,,,6379,Y,No EIGL,N,0.002678,0.004495,,
NL_205641,AsfaltNu C.V. Amsterdam 2 (ANA 2),NL-200800061,NL,2399.0,Non-metallic minerals,52.39978135,4.78178155,6383,Y,Cement,Y,0.002668,0.001265,532305.487119359,6872736.361615608
NL_205821,Besix Infra Nederland B.V.,NL-201000111,NL,2399.0,Non-metallic minerals,51.16704253,5.9639355,6384,Y,Cement,Y,0.002667,0.002374,663902.263095251,6650894.972516583
FI_205,Lämpölä,FI-49531104,FI,3530.0,Production of steam,63.932865,24.94697512,6401,Y,Production of steam,N,0.002618,0.003326,2777084.56719087,9332736.427106382
FI_229,Linnan voimalaitos,FI-65131104,FI,3511.0,Production of electricity,60.43939,22.23804,6417,Y,Production of electricity,N,0.002542,0.002808,2475527.289040457,8498219.713090189
NL_127,FUJIFILM Manufacturing Europe B.V.,NL-200400165,NL,2059.0,Chemical & petrochemical,51.59821,5.01222,6437,Y,Chemicals,Y,0.00245,0.025512,557957.7781438695,6727800.178200536
FI_457,"lk183,  Hamina",FI-45931104,FI,3530.0,Production of steam,60.5693374,27.1878318,6444,Y,Production of steam,N,0.002427,0.009466,3026535.591749173,8527600.209148513
FI_227,Koroisten lämpökeskus,FI-65731104,FI,3530.0,Production of steam,60.46998,22.29256,6458,Y,Production of steam,N,0.002366,0.00259,2481596.4276785026,8505125.375750713
NL_220500,TWC Boasso,NL-202300011,NL,3530.0,Production of steam,51.8693735,4.2743206,6471,Y,Production of steam,N,0.002333,,475815.19267920696,6776540.881707226
NL_203199,Asfalt Produktie Nijmegen (APN) B.V.,NL-201000116,NL,2399.0,Non-metallic minerals,51.8458777,5.82630432,6483,Y,Cement,Y,0.002293,0.001351,648581.229663779,6772305.995691565
FI_479,Järvelän levyteollisuus,FI-20331104,FI,1621.0,Wood & wood products,60.8642033,25.2551436,6490,Y,No EIGL,Y,0.002277,0.003067,2811389.725463008,8594708.703441717
FI_171,Mukkulan lämpökeskus,FI-43531104,FI,3530.0,Production of steam,61.009817,25.66469846,6497,Y,Production of steam,N,0.002227,0.004226,2856981.16393012,8628077.677700574
FI_239,Aittaluodon voimalaitos,FI-56931104,FI,3530.0,Production of steam,61.49156,21.80733,6508,Y,Production of steam,N,0.002183,0.006741,2427580.8711608825,8739576.680031147
FI_478,Savion voimalaitos,FI-42231104,FI,3530.0,Production of steam,60.38214125,25.1098551,6511,Y,Production of steam,N,0.002171,0.001991,2795216.2836248903,8485313.311090494
NL_202896,30777,0,NL,5100.0,Domestic aviation,,,6515,Y,No EIGL,N,0.002158,0.002785,,
NL_203976,KWS Infra B.V. Asfaltcentrale Roosendaal,NL-200800072,NL,2399.0,Non-metallic minerals,51.54661329,4.454918,6518,Y,Cement,Y,0.00215,0.002005,495919.2036197523,6718558.844841916
FI_41,Lepistönkadun lämpökeskus,FI-53831104,FI,3530.0,Production of steam,60.8146319,23.6339467,6523,Y,Production of steam,N,0.002125,0.001064,2630918.912079371,8583383.588342136
NL_151,ENGIE Centrale Bergum,NL-200400065,NL,3500.0,Production of electricity,53.20955,6.02978,6525,Y,Production of electricity,N,0.00212,0.004399,671232.0391954733,7021853.453686957
FI_607,Pateniemen lämpökeskus,FI-24931007,FI,3530.0,Production of steam,65.20285275,25.29428347,6526,Y,Production of steam,N,0.002114,0.001493,2815746.755861121,9662007.795871234
NL_205892,NAM B.V. Norg USG,NL-201000125,NL,620.0,Energy sector,53.0899292,6.4309529,6534,Y,No EIGL,N,0.002086,0.002341,715890.4021435285,6999649.743120165
FI_332,Maarinkunnaan lämpökeskus,FI-28731104,FI,3530.0,Production of steam,60.28976,25.06282,6553,Y,Production of steam,N,0.002034,0.001561,2789980.360243478,8464534.244013956
NL_203764,Asfaltcentrale Twente B.V.,NL-201000150,NL,2399.0,Non-metallic minerals,52.25010298,6.78553812,6567,Y,Cement,Y,0.001987,0.002073,755362.6478314749,6845474.227397191
FI_421,Kauttuan tehdas,FI-61831007,FI,1712.0,"Paper, pulp & printing",61.11078,22.15858,6570,Y,Pulp & paper,Y,0.001974,0.002625,2466681.8423020192,8651304.415934803
FI_663,Lohjan Biolämpö,FI-38731011,FI,3530.0,Production of steam,60.2546,24.05328,6575,Y,Production of steam,N,0.001942,0.003358,2677598.8815080347,8456641.22397291
NL_203854,Asfalt Centrale Nijkerk (ACN) B.V.,NL-201100053,NL,2399.0,Non-metallic minerals,52.24007554,5.47405098,6588,Y,Cement,Y,0.001914,0.002788,609368.5675587036,6843651.139397559
FI_460,"lk204,  Jepua",FI-46231104,FI,3530.0,Production of steam,63.4016853,22.65003543,6590,Y,Production of steam,N,0.001909,0.001114,2521390.410517212,9199429.75363342
FI_392,Forssan lasivillatehdas,FI-87431104,FI,2314.0,Non-metallic minerals,60.80731,23.59987,6597,Y,Glass,Y,0.001873,0.00367,2627125.5111874603,8581712.309457509
FI_216500,Haminan formaliinilaitos,FI-363631021,FI,2013.0,Chemical & petrochemical,60.5262445,27.161635,6604,Y,Chemicals,Y,0.001852,0.00217,3023619.377312762,8517844.045415975
NL_243,Eneco Hulpwarmtecentrale Nicolaas Beetsstraat,NL-200500051,NL,3530.0,Production of steam,52.08529,5.11502,6605,Y,Production of steam,N,0.001851,0.000563,569401.4217974183,6815561.696059312
FI_40,Koikkurintien lämpölaitos,FI-53731104,FI,3530.0,Production of steam,60.8146319,23.6339467,6627,Y,Production of steam,N,0.001806,0.004125,2630918.912079371,8583383.588342136
FI_18,Kivenlahden lämpökeskus,FI-39631104,FI,3530.0,Production of steam,60.15341418,24.63621956,6633,Y,Production of steam,N,0.001793,0.000583,2742491.4164904896,8433973.356141213
FI_47,"lk118, Kirkkonummi",FI-45631104-1,FI,3530.0,Production of steam,60.11938124,24.42781729,6646,Y,Production of steam,N,0.001752,0.000597,2719292.181913931,8426364.902776549
NL_210396,Agro Care WP 17 Exploitatie BV,NL-201700817,NL,3530.0,Production of steam,51.96227082,4.22206421,6660,Y,Production of steam,N,0.001671,0.0,469998.0375084299,6793306.407549503
FI_206283,Lämpökeskus Onka,FI-47831013,FI,3530.0,Production of steam,60.81211,21.47366,6663,Y,Production of steam,N,0.001669,0.001448,2390436.8966678926,8582807.902486391
FI_278,Kapernaumin lämpökeskus,FI-22331104,FI,3530.0,Production of steam,62.784,22.87241,6679,Y,Production of steam,N,0.00162,0.005891,2546145.0344149848,9047482.071839277
FI_352,Hevosharjunkadun lämpökeskus,FI-63931104,FI,3530.0,Production of steam,62.32471153,27.89301567,6690,Y,Production of steam,N,0.001585,0.000814,3105036.301073208,8936550.971784523
FI_545,Vasaraperän lämpökeskus,FI-99731105,FI,3530.0,Production of steam,64.96062334,25.50741086,6699,Y,Production of steam,N,0.001563,0.002742,2839471.988390022,9598007.16107936
NL_225,Uniper HWC Stevenshof,NL-200400148,NL,3530.0,Production of steam,52.15552083,4.44688504,6708,Y,Production of steam,N,0.001547,0.003157,495024.97804639384,6828294.610855243
FI_245,Kirjaltajantien lämpökeskus,FI-20531104,FI,3530.0,Production of steam,60.3931919,25.6652739,6709,Y,Production of steam,N,0.001544,0.000495,2857045.2216178994,8487802.84862173
FI_531,Olkiluodon ydinvoimalaitos,FI-30531104,FI,3500.0,Production of electricity,61.23955,21.44768,6716,Y,Production of electricity,N,0.001522,0.001439,2387544.816297083,8681036.087298395
FI_230,Luolavuoren lämpökeskus,FI-65631104,FI,3530.0,Production of steam,60.42951,22.28593,6717,Y,Production of steam,N,0.001521,0.001285,2480858.3794545466,8495990.70159242
FI_182,Sopenkorven lämpökeskus,FI-44631104,FI,3511.0,Production of electricity,60.97590085,25.61970758,6719,Y,Production of electricity,N,0.001516,0.002471,2851972.8020781786,8620291.775557062
FI_468,Uimaharjun voimalaitos,FI-23831104,FI,3511.0,Production of electricity,62.92722,30.22521,6727,Y,Production of electricity,N,0.0015,0.008447,3364654.9863197673,9082427.290692627
